,name,token,type,exchange,ticksize
533,DLINKINDIA,136485380,EQ,BSE,0.05
534,DLF,136414212,EQ,BSE,0.05
535,DIVYAJYQ,134728964,EQ,BSE,0.01
536,DIVSHKT,134736644,EQ,BSE,0.05
537,DIVINUS,137838596,EQ,BSE,0.05
538,DITCO,138087684,EQ,BSE,0.01
539,DISHTV,136406788,EQ,BSE,0.05
540,DISAQ,128017412,EQ,BSE,0.05
541,DION,134893316,EQ,BSE,0.01
542,DILIGENT,135975172,EQ,BSE,0.01
543,DIL,129641988,EQ,BSE,0.05
544,DIKSAT,138278660,EQ,BSE,0.05
545,DIGJAMLTD,138234628,EQ,BSE,0.01
546,DIGISPICE,132406788,EQ,BSE,0.01
547,DIDL,138214404,EQ,BSE,0.01
548,SENBO,136197380,EQ,BSE,0.01
549,SDFSC8GR,138472708,EQ,BSE,0.01
550,SDFSC8GD,138473220,EQ,BSE,0.01
551,SDFSC50GR,138915076,EQ,BSE,0.01
552,SDFSC50GD,138915588,EQ,BSE,0.01
553,SDFSC50DR,138915332,EQ,BSE,0.01
554,RXXXVS13Z,138458116,EQ,BSE,0.01
555,RXXXVS13G,138457860,EQ,BSE,0.01
556,RXXXVS13D,138458372,EQ,BSE,0.01
557,RXXXVIS9Z,138550276,EQ,BSE,0.01
558,RMFINAFRR1,136935172,EQ,BSE,0.01
559,NOIDATOLL,136315140,EQ,BSE,0.01
560,NOGMIND,134705924,EQ,BSE,0.01
561,NNTL,131143428,EQ,BSE,0.05
562,NMDC,134750980,EQ,BSE,0.05
563,MOHFL21B,245471492,EQ,BSE,0.01
564,MOHFL20H,245479684,EQ,BSE,0.01
565,IPRU9281,138547460,EQ,BSE,0.01
566,IPRU9280,138547204,EQ,BSE,0.01
567,IPRU9275,138552836,EQ,BSE,0.01
568,KPTL12SEP18,245316868,EQ,BSE,0.01
569,ICCGB67,245952516,EQ,BSE,0.01
570,ICCGB65,245946372,EQ,BSE,0.01
571,H1133D41RQ,138678532,EQ,BSE,0.01
572,H1133D41RG,138678020,EQ,BSE,0.01
573,H1133D41DQ,138677764,EQ,BSE,0.01
574,DICIND,128022788,EQ,BSE,0.05
575,DIAPOWER,133673732,EQ,BSE,0.01
576,DIANATEA,135925508,EQ,BSE,0.01
577,DIAMONDYD,138425348,EQ,BSE,0.05
578,DIAMINESQ,128030724,EQ,BSE,0.05
579,DIAMANT,130268164,EQ,BSE,0.01
580,DHUNINV,136534020,EQ,BSE,0.05
581,DHRUVES,130018820,EQ,BSE,0.05
582,DHRUVCA,135996676,EQ,BSE,0.01
583,DHRUV,138573316,EQ,BSE,0.05
584,DHFL,130834436,EQ,BSE,0.05
585,DHENUBUILD,128497924,EQ,BSE,0.01
586,DHARSUGAR,129905156,EQ,BSE,0.01
587,DHARFIN,130931460,EQ,BSE,0.01
588,SDFSC49DR,138904068,EQ,BSE,0.01
589,SAGARSOFT,138276612,EQ,BSE,0.05
590,SAGARPROD,136215556,EQ,BSE,0.01
591,SAGAR,138423044,EQ,BSE,0.01
592,RXXXVS12Z,138454276,EQ,BSE,0.01
593,RXXXVS12X,138454532,EQ,BSE,0.01
594,RXXXVS12G,138454020,EQ,BSE,0.01
595,RXXXVS11Z,138449412,EQ,BSE,0.01
596,RMFINAFRG8,137135108,EQ,BSE,0.01
597,NLCINDIA,131502852,EQ,BSE,0.05
598,NKIND,132990468,EQ,BSE,0.05
599,NKEL091210P,242426372,EQ,BSE,0.01
600,KMI18JULY19,245479172,EQ,BSE,0.01
601,KIRANPR,136041732,EQ,BSE,0.01
602,KINGSINFR,135735044,EQ,BSE,0.05
603,KINGFA,134148868,EQ,BSE,0.05
604,ICCGB63,245942020,EQ,BSE,0.01
605,H1133D41DG,138677252,EQ,BSE,0.01
606,DHARAMSI,129639684,EQ,BSE,0.05
607,DHANVARSHA,138308612,EQ,BSE,0.05
608,DHANUKA,129975556,EQ,BSE,0.05
609,DHANROTO,133431300,EQ,BSE,0.05
610,DHANFAB,133414660,EQ,BSE,0.05
611,DHANCOT,131196164,EQ,BSE,0.05
612,DHANBANK,136238084,EQ,BSE,0.01
613,DHANADACO,135986692,EQ,BSE,0.01
614,DHABRIYA,137911044,EQ,BSE,0.05
615,DGCONTENT,138927364,EQ,BSE,0.01
616,DEVKI,135875844,EQ,BSE,0.01
617,DEVITRD,131185924,EQ,BSE,0.01
618,DEVINE,136085764,EQ,BSE,0.01
619,DEVHARI,138034436,EQ,BSE,0.01
620,DEN,136483076,EQ,BSE,0.05
621,DECCANCE,128547076,EQ,BSE,0.05
622,DECANBRG,129459972,EQ,BSE,0.01
623,DDIL,138127108,EQ,BSE,0.01
624,DCMSRMIND,133982468,EQ,BSE,0.05
625,DCMSHRIRAM,133981956,EQ,BSE,0.05
626,D36MS238RG,138665220,EQ,BSE,0.01
627,D36MS238DR,138666244,EQ,BSE,0.01
628,D36MS238DG,138665988,EQ,BSE,0.01
629,D36MS237RR,138662404,EQ,BSE,0.01
630,D36MS237RQ,138662660,EQ,BSE,0.01
631,SAENTER,134778116,EQ,BSE,0.01
632,SADHNANIQ,129700356,EQ,BSE,0.05
633,RXXXVS11X,138449924,EQ,BSE,0.01
634,RXXXVIS7X,138526468,EQ,BSE,0.01
635,RXXXVIS7D,138527236,EQ,BSE,0.01
636,JMFC22JUL19,245474820,EQ,BSE,0.01
637,IZMO,136279300,EQ,BSE,0.05
638,KINETRU,136006148,EQ,BSE,0.01
639,IPRU9256,138488324,EQ,BSE,0.01
640,IPRU3377,138920452,EQ,BSE,0.01
641,IPRU3138,138663684,EQ,BSE,0.01
642,IPRU3137,138663428,EQ,BSE,0.01
643,IPRU3134,138638852,EQ,BSE,0.01
644,IPRINGLTD,134051332,EQ,BSE,0.05
645,IFCI280212A,249013764,EQ,BSE,0.01
646,ICCGB61,245938180,EQ,BSE,0.01
647,ICCGB59,245935108,EQ,BSE,0.01
648,H1133D41DD,138677508,EQ,BSE,0.01
649,D36MS237RG,138662148,EQ,BSE,0.01
650,D36MS237DQ,138663172,EQ,BSE,0.01
651,D36MS237DG,138662916,EQ,BSE,0.01
652,D36MS236RR,138657028,EQ,BSE,0.01
653,D36MS236RQ,138657284,EQ,BSE,0.01
654,D36MS236RG,138656772,EQ,BSE,0.01
655,D36MS236DR,138657796,EQ,BSE,0.01
656,D36MS236DG,138657540,EQ,BSE,0.01
657,D36MS233RR,138632708,EQ,BSE,0.01
658,D36MS233RQ,138632964,EQ,BSE,0.01
659,D36MS233RG,138632452,EQ,BSE,0.01
660,D36MS233DG,138633220,EQ,BSE,0.01
661,D36MS232RR,138618372,EQ,BSE,0.01
662,D36MS232RG,138618116,EQ,BSE,0.01
663,D36MS232DR,138618884,EQ,BSE,0.01
664,D36MS232DG,138618628,EQ,BSE,0.01
665,D36MS210RR,138363652,EQ,BSE,0.01
666,D36MS210RQ,138363908,EQ,BSE,0.01
667,D36MS210RG,138363396,EQ,BSE,0.01
668,D36MS210DR,138364420,EQ,BSE,0.01
669,D36MS210DQ,138364676,EQ,BSE,0.01
670,D36MS210DG,138364164,EQ,BSE,0.01
671,CYIENT,136236804,EQ,BSE,0.05
672,CYBERTECH,136236292,EQ,BSE,0.05
673,CYBERMEDIA,136355844,EQ,BSE,0.01
674,CYBERMAT,136261380,EQ,BSE,0.01
675,CYBELEIND,136056836,EQ,BSE,0.01
676,CURATECH,136276996,EQ,BSE,0.01
677,CUPID,135895812,EQ,BSE,0.05
678,CUMMINSIND,128122884,EQ,BSE,0.05
679,SESHAPAPER,128627204,EQ,BSE,0.05
680,RXXXVII15D,138636548,EQ,BSE,0.01
681,RXXXVI13D,138574596,EQ,BSE,0.01
682,RMFINAFRR4,137011972,EQ,BSE,0.01
683,JFCS24JUL19,245478660,EQ,BSE,0.01
684,INTERDIGI,136210436,EQ,BSE,0.01
685,INTENTECH,136275460,EQ,BSE,0.05
686,INTELSOFT,137438212,EQ,BSE,0.01
687,INTELLECT,137941764,EQ,BSE,0.05
688,INTELLCAP,129570308,EQ,BSE,0.01
689,INTELLADV,136891396,EQ,BSE,0.01
690,INTEGSW,132460292,EQ,BSE,0.01
691,INTEGRAEN,129371652,EQ,BSE,0.05
692,INTEGRA,137205252,EQ,BSE,0.01
693,ICCGB57,245932036,EQ,BSE,0.01
694,ICCGB55,245928708,EQ,BSE,0.01
695,ICCGB53,245925124,EQ,BSE,0.01
696,EMBASSY,138906116,EQ,BSE,0.01
697,CUBEXTUB,134662916,EQ,BSE,0.01
698,CUB,136245764,EQ,BSE,0.05
699,CTL,137849860,EQ,BSE,0.01
700,CTE,136397060,EQ,BSE,0.05
701,CTCL,138406916,EQ,BSE,0.05
702,CSURGSU,136033284,EQ,BSE,0.05
703,CROWNTOURS,137861380,EQ,BSE,0.05
704,CROMPTON,138208260,EQ,BSE,0.05
705,CRMFGETF,136865540,EQ,BSE,0.01
706,CRISIL,128023556,EQ,BSE,0.05
707,CRIMSON,134906116,EQ,BSE,0.01
708,CRESSAN,131169028,EQ,BSE,0.01
709,CREDITACC,138693124,EQ,BSE,0.05
710,CREATIVEYE,136292356,EQ,BSE,0.01
711,CREATIVE,138118916,EQ,BSE,0.05
712,CRAVATEX,130424836,EQ,BSE,0.05
713,CRANEX,133632260,EQ,BSE,0.01
714,CRANESSOFT,131095812,EQ,BSE,0.01
715,CRANEINFRA,137925124,EQ,BSE,0.01
716,CPML,138938116,EQ,BSE,0.05
717,CPL,137465348,EQ,BSE,0.05
718,COX&KINGS,136484868,EQ,BSE,0.01
719,SABTN,135921412,EQ,BSE,0.01
720,PROVOGE,136357636,EQ,BSE,0.01
721,OMKARPH,136234756,EQ,BSE,0.01
722,IPRU3279,138851332,EQ,BSE,0.01
723,IPRU3272,138835972,EQ,BSE,0.01
724,IPRU3271,138839044,EQ,BSE,0.01
725,IPRU3270,138838788,EQ,BSE,0.01
726,IPRU3269,138838532,EQ,BSE,0.01
727,IPRU3265,138832388,EQ,BSE,0.01
728,IPRU3260,138819588,EQ,BSE,0.01
729,IPRU3259,138819332,EQ,BSE,0.01
730,IPRU3258,138819076,EQ,BSE,0.01
731,IPRU3250,138809092,EQ,BSE,0.01
732,INDRENEW,137397508,EQ,BSE,0.01
733,ICCGB51,245922052,EQ,BSE,0.01
734,H1127D44RQ,138903300,EQ,BSE,0.01
735,COVIDH,136939524,EQ,BSE,0.01
736,COVENTRY,133994244,EQ,BSE,0.01
737,COUNCODOS,136095748,EQ,BSE,0.01
738,COSBOARD,135899908,EQ,BSE,0.01
739,CORPBANK,136237828,EQ,BSE,0.05
740,COROMANDEL,129637124,EQ,BSE,0.05
741,COROENGG,136490756,EQ,BSE,0.05
742,CORNE,135873284,EQ,BSE,0.01
743,CORDSCABLE,136432900,EQ,BSE,0.05
744,CORALFINAC,136078340,EQ,BSE,0.01
745,CORALAB,134273540,EQ,BSE,0.05
746,CONTROLPR,133707524,EQ,BSE,0.05
747,CONTPTR,133947396,EQ,BSE,0.05
748,CONTICON,136053764,EQ,BSE,0.01
749,CONTCHM,129775364,EQ,BSE,0.01
750,CONTAINER,138392836,EQ,BSE,0.01
751,CONFIPET,134868228,EQ,BSE,0.05
752,CONFINT,129111044,EQ,BSE,0.01
753,CONCRETE,138052100,EQ,BSE,0.01
754,CONCORD,137975044,EQ,BSE,0.05
755,CONART,133691140,EQ,BSE,0.05
756,COMSYN,138236420,EQ,BSE,0.05
757,COMPUSOFT,136278788,EQ,BSE,0.01
758,COMPUPN,130005252,EQ,BSE,0.01
759,COASTCORP,128468740,EQ,BSE,0.05
760,COARO,133153540,EQ,BSE,0.05
761,COALINDIA,136519172,EQ,BSE,0.05
762,CNOVAPETRO,136552196,EQ,BSE,0.01
763,CNIRESLTD,131076612,EQ,BSE,0.01
764,CNEL,136996356,EQ,BSE,0.01
765,UPASAFN,131011588,EQ,BSE,0.05
766,SEQUENT,131207428,EQ,BSE,0.05
767,RFHXXV06G,137464068,EQ,BSE,0.01
768,RFHXXV01G,137436420,EQ,BSE,0.01
769,NARMP,132462340,EQ,BSE,0.01
770,KARURVYSYA,151040772,EQ,BSE,0.05
771,KARNAVATI,137965572,EQ,BSE,0.05
772,KARMAENG,136563460,EQ,BSE,0.01
773,KARDA,138537220,EQ,BSE,0.05
774,KARANWO,134685444,EQ,BSE,0.01
775,IPRU3249,138808836,EQ,BSE,0.01
776,IPRU3247,138816260,EQ,BSE,0.01
777,IPRU3246,138816004,EQ,BSE,0.01
778,IPRU3220,138782468,EQ,BSE,0.01
779,IPRU3151,138660612,EQ,BSE,0.01
780,IPRU3150,138670596,EQ,BSE,0.01
781,INDRANIB,134769924,EQ,BSE,0.01
782,INDRAMEDCO,136230404,EQ,BSE,0.05
783,INDRAIND,138028804,EQ,BSE,0.05
784,INDPRUD,128332292,EQ,BSE,0.05
785,IPRU9214,138433028,EQ,BSE,0.01
786,IPRU9213,138432772,EQ,BSE,0.01
787,H1127D44RG,138902788,EQ,BSE,0.01
788,H1127D44DQ,138902532,EQ,BSE,0.01
789,H1127D44DG,138902020,EQ,BSE,0.01
790,H1126D44RQ,138890756,EQ,BSE,0.01
791,CMMHOSP,134013188,EQ,BSE,0.01
792,CMIFPE,128037636,EQ,BSE,0.05
793,CMI,132436484,EQ,BSE,0.05
794,CMBL,138290948,EQ,BSE,0.05
795,CLNINDIA,129635844,EQ,BSE,0.05
796,CLLIMITED,138017540,EQ,BSE,0.01
797,CLIOINFO,135894788,EQ,BSE,0.01
798,CLFL,138363140,EQ,BSE,0.01
799,CLEDUCATE,138343172,EQ,BSE,0.05
800,CJGEL,129923844,EQ,BSE,0.01
801,UNTTEMI,129998852,EQ,BSE,0.01
802,SEOFIGR,137909508,EQ,BSE,0.01
803,KAPILRAJ,138157828,EQ,BSE,0.01
804,KANORICHEM,129670404,EQ,BSE,0.05
805,KANDAGIRI,133437956,EQ,BSE,0.01
806,KANCOTEA,138497284,EQ,BSE,0.05
807,KANCHI,137957380,EQ,BSE,0.05
808,KANANIIND,129583108,EQ,BSE,0.01
809,H1126D44RG,138889732,EQ,BSE,0.01
810,H1126D44RD,138890244,EQ,BSE,0.01
811,H1126D44DQ,138888964,EQ,BSE,0.01
812,H1126D44DG,138888452,EQ,BSE,0.01
813,H1126D44DD,138888708,EQ,BSE,0.01
814,H1124D41RQ,138649604,EQ,BSE,0.01
815,H1124D41RG,138649092,EQ,BSE,0.01
816,H1124D41RD,138649348,EQ,BSE,0.01
817,H1124D41DQ,138648836,EQ,BSE,0.01
818,H1122D42DG,138724100,EQ,BSE,0.01
819,H1122D41RQ,138654724,EQ,BSE,0.01
820,H1122D41RG,138654212,EQ,BSE,0.01
821,CITYONLINE,137900548,EQ,BSE,0.01
822,CITYMAN,133429764,EQ,BSE,0.01
823,CITL,138007300,EQ,BSE,0.05
824,CITIPOR,135996164,EQ,BSE,0.01
825,CITADEL,128625924,EQ,BSE,0.01
826,CISTRO,136134404,EQ,BSE,0.01
827,CIPLA,128022276,EQ,BSE,0.05
828,CINEVISTA,136274948,EQ,BSE,0.01
829,CINERAD,135796996,EQ,BSE,0.01
830,CINELINE,136398596,EQ,BSE,0.05
831,CINDRELL,136008452,EQ,BSE,0.01
832,CINDHO,134751492,EQ,BSE,0.05
833,CIL,137929220,EQ,BSE,0.01
834,CIGNITI,136898052,EQ,BSE,0.05
835,CIFL,135905028,EQ,BSE,0.05
836,CIFCL250912,242835204,EQ,BSE,0.01
837,CIANAGRO,132986116,EQ,BSE,0.05
838,CHRTEDCA,130994180,EQ,BSE,0.05
839,CHROMATIC,135728900,EQ,BSE,0.01
840,CHOWGULSTM,128469252,EQ,BSE,0.01
841,CHOTHANI,138414340,EQ,BSE,0.01
842,CHORDIA,132985604,EQ,BSE,0.05
843,RXXXVIS06G,138512388,EQ,BSE,0.01
844,MMFS29JAN19,245392132,EQ,BSE,0.01
845,KAMRLAB,134298628,EQ,BSE,0.01
846,KAMDHENU,136381700,EQ,BSE,0.05
847,KAMATHOTEL,134827012,EQ,BSE,0.05
848,KAMANWALA,130849540,EQ,BSE,0.01
849,KAMAHOLD,136311812,EQ,BSE,0.05
850,KAMADGIRI,131666436,EQ,BSE,0.05
851,KALYANIFRG,131458308,EQ,BSE,0.05
852,IPRU3149,138670340,EQ,BSE,0.01
853,IFCI25AUG11,249002500,EQ,BSE,0.01
854,H1122D41RD,138654468,EQ,BSE,0.01
855,H1122D41DQ,138653956,EQ,BSE,0.01
856,H1122D41DG,138653444,EQ,BSE,0.01
857,H1122D41DD,138653700,EQ,BSE,0.01
858,CHOLAHLDNG,129273092,EQ,BSE,0.05
859,CHOLAFIN,130878212,EQ,BSE,0.05
860,CHOKSILA,134795780,EQ,BSE,0.01
861,CHOKSI,135789316,EQ,BSE,0.01
862,CHOICEIN,136027652,EQ,BSE,0.05
863,CHEMFABALKA,138564868,EQ,BSE,0.05
864,CHEMCRUX,138341124,EQ,BSE,0.05
865,CHEMBOND,135902980,EQ,BSE,0.05
866,CHDDLTD,134890756,EQ,BSE,0.01
867,CHDCHEM,138188804,EQ,BSE,0.05
868,CHASBRT,129195780,EQ,BSE,0.05
869,CHANDRAP,135759108,EQ,BSE,0.05
870,CHANDNIMACH,138912516,EQ,BSE,0.01
871,CHANDNI,133706756,EQ,BSE,0.05
872,CHAMBLFERT,128021764,EQ,BSE,0.05
873,CHADPAP,136178180,EQ,BSE,0.05
874,CGVAK,136061188,EQ,BSE,0.05
875,CGPOWER,128023812,EQ,BSE,0.01
876,CGCL,136088324,EQ,BSE,0.05
877,EELE0C701D,244778500,EQ,BSE,0.01
878,EELE0C701B,244777988,EQ,BSE,0.01
879,EELE0C701A,244777476,EQ,BSE,0.01
880,EELD9D702B,244792836,EQ,BSE,0.01
881,EELD8E701C,244810756,EQ,BSE,0.01
882,EELD8E701B,244810500,EQ,BSE,0.01
883,EELD2J801A,245328900,EQ,BSE,0.01
884,EELC0F701A,244749060,EQ,BSE,0.01
885,EELB9C705A,244728068,EQ,BSE,0.01
886,EELB3A701A,244976132,EQ,BSE,0.01
887,EELB0C701A,244708356,EQ,BSE,0.01
888,EEL5APR19,245438980,EQ,BSE,0.01
889,TUNITEX,136041220,EQ,BSE,0.01
890,TULIVE,129352964,EQ,BSE,0.05
891,PGHL,128032260,EQ,BSE,0.05
892,PARSHVA,138929668,EQ,BSE,0.05
893,MMFS22NOV18,245350660,EQ,BSE,0.01
894,MMFL,133693700,EQ,BSE,0.05
895,MMFS27MAY19,245450756,EQ,BSE,0.01
896,MMFS24OCT18,245329924,EQ,BSE,0.01
897,KALPATPOWR,133705476,EQ,BSE,0.05
898,ITC,128224004,EQ,BSE,0.05
899,IPRU3148,138670084,EQ,BSE,0.01
900,IPRU3145,138656004,EQ,BSE,0.01
901,IPRU3144,138668292,EQ,BSE,0.01
902,IPRU3143,138668036,EQ,BSE,0.01
903,IPRU3139,138663940,EQ,BSE,0.01
904,IFINSER,138161156,EQ,BSE,0.01
905,IFGLEXPOR,138438148,EQ,BSE,0.05
906,IFCISR55,248987396,EQ,BSE,0.01
907,IFCISR54,248979204,EQ,BSE,0.01
908,IFCISR53,248978948,EQ,BSE,0.01
909,H1120D44RQ,138909188,EQ,BSE,0.01
910,H1120D44RG,138908676,EQ,BSE,0.01
911,H1120D44RD,138908932,EQ,BSE,0.01
912,H1120D44DQ,138908420,EQ,BSE,0.01
913,H1120D44DG,138907908,EQ,BSE,0.01
914,EEL28MAR19B,245421828,EQ,BSE,0.01
915,EEL28MAR19A,245421572,EQ,BSE,0.01
916,EEL28MAR19,245421316,EQ,BSE,0.01
917,EEL22MAR19,245424388,EQ,BSE,0.01
918,EEL22FEB19,245401860,EQ,BSE,0.01
919,EEL15MAR19,245421060,EQ,BSE,0.01
920,EDUEXEL,134779652,EQ,BSE,0.01
921,EDUCOMP,136370180,EQ,BSE,0.01
922,EDSL,137137668,EQ,BSE,0.01
923,EDL,136427524,EQ,BSE,0.01
924,EDELWEISS,136428036,EQ,BSE,0.05
925,ECORECO,135844612,EQ,BSE,0.05
926,ECOPLAST,134835972,EQ,BSE,0.05
927,ECOM,136072452,EQ,BSE,0.01
928,TULIPSTA,135958532,EQ,BSE,0.05
929,RAJATH,130038276,EQ,BSE,0.01
930,PANORAMA,138104068,EQ,BSE,0.05
931,LAFFANSQ,134277636,EQ,BSE,0.01
932,LADDERUP,135827716,EQ,BSE,0.05
933,L&TFH,136580868,EQ,BSE,0.05
934,KZLFIN,131002372,EQ,BSE,0.01
935,KALLAM,135731460,EQ,BSE,0.01
936,KAKTEX,133389828,EQ,BSE,0.01
937,IFCISR52J,248981764,EQ,BSE,0.01
938,IFCISR52I,248981508,EQ,BSE,0.01
939,IFCISR52H,248981252,EQ,BSE,0.01
940,IFCISR52F,248980740,EQ,BSE,0.01
941,IFCISR52E,248980484,EQ,BSE,0.01
942,H1127D44RD,138903044,EQ,BSE,0.01
943,H1119D40RQ,138616324,EQ,BSE,0.01
944,ECOBOAR,134075396,EQ,BSE,0.01
945,ECLL9F702A,244633860,EQ,BSE,0.01
946,ECLL9F701A,244625668,EQ,BSE,0.01
947,ECLL9E602A,244588292,EQ,BSE,0.01
948,ECLL9E601A,244587780,EQ,BSE,0.01
949,ECLL7E602D,244213508,EQ,BSE,0.01
950,ECLL2H701D,244908548,EQ,BSE,0.01
951,ECLL2H701A,244908292,EQ,BSE,0.01
952,ECLL2G701B,244904708,EQ,BSE,0.01
953,ECLK9K601A,244559876,EQ,BSE,0.01
954,ECLK9E601A,244589572,EQ,BSE,0.01
955,ECLK9D601F,244560132,EQ,BSE,0.01
956,ECLK9D601E,244560388,EQ,BSE,0.01
957,ECLK9A601A,244552708,EQ,BSE,0.01
958,ECLK7L602E,244578052,EQ,BSE,0.01
959,ECLK7L602D,244577540,EQ,BSE,0.01
960,ECLK7L602C,244577284,EQ,BSE,0.01
961,ECLK7K601A,244552964,EQ,BSE,0.01
962,ECLJ9K602C,244538884,EQ,BSE,0.01
963,ECLJ9K602B,244538372,EQ,BSE,0.01
964,ECLJ9K602A,244538116,EQ,BSE,0.01
965,ECLJ9J602B,244528132,EQ,BSE,0.01
966,ECLJ9J602A,244527876,EQ,BSE,0.01
967,ECLJ9J601A,244519172,EQ,BSE,0.01
968,ECLJ8J603E,244523268,EQ,BSE,0.01
969,ECLJ8J603D,244523012,EQ,BSE,0.01
970,TTML,136286980,EQ,BSE,0.01
971,TTL,131620356,EQ,BSE,0.05
972,RVNL,138918148,EQ,BSE,0.05
973,RUSHIL,136568324,EQ,BSE,0.05
974,RUPA,136589316,EQ,BSE,0.05
975,RUNGTAIR,135794948,EQ,BSE,0.01
976,RUDRA,138041860,EQ,BSE,0.05
977,RXXXX19G,138899972,EQ,BSE,0.01
978,KAKATCEM,128059908,EQ,BSE,0.05
979,KAJARIR,131505412,EQ,BSE,0.05
980,KAJARIACER,128059652,EQ,BSE,0.05
981,KAIRA,129239044,EQ,BSE,0.05
982,KACL,136135684,EQ,BSE,0.01
983,KACHCHH,136135172,EQ,BSE,0.01
984,ISHANCH,135963908,EQ,BSE,0.05
985,IPRU8895,138056964,EQ,BSE,0.01
986,IPRU8711,137914628,EQ,BSE,0.01
987,IFCISR52D,248980228,EQ,BSE,0.01
988,IFCISR52C,248979972,EQ,BSE,0.01
989,IFCISR52B,248979716,EQ,BSE,0.01
990,IFCI230413B,242983172,EQ,BSE,0.01
991,H1119D40RG,138615556,EQ,BSE,0.01
992,H1119D40RD,138616068,EQ,BSE,0.01
993,H1119D40DQ,138615044,EQ,BSE,0.01
994,ECLJ8J603C,244522756,EQ,BSE,0.01
995,ECLJ8J603B,244522500,EQ,BSE,0.01
996,ECLJ8J601E,244530436,EQ,BSE,0.01
997,ECLJ8J601C,244530180,EQ,BSE,0.01
998,ECLINI602A,244478212,EQ,BSE,0.01
999,ECLI9J603A,244496900,EQ,BSE,0.01
1000,ECLI9J601A,244490244,EQ,BSE,0.01
1001,CG1400A9505,204814852,EQ,BSE,0.05
1002,CG1385S9606,204816132,EQ,BSE,0.05
1003,CG1250S9207,204811268,EQ,BSE,0.05
1004,CG1235S9404,204813060,EQ,BSE,0.05
1005,CG1229S9910,204824836,EQ,BSE,0.05
1006,CG1225S9810,204822276,EQ,BSE,0.05
1007,TTKPRESTIG,132481540,EQ,BSE,0.05
1008,RUCHISOYA,128094212,EQ,BSE,0.01
1009,RUCHINFRA,130309124,EQ,BSE,0.01
1010,RUBYMILLS,128811268,EQ,BSE,0.05
1011,RUBRAME,135961348,EQ,BSE,0.01
1012,MSL,138054404,EQ,BSE,0.05
1013,MSCTC,131467268,EQ,BSE,0.01
1014,MRUTR,131088644,EQ,BSE,0.01
1015,MRSS,138042628,EQ,BSE,0.05
1016,MRPL,128027908,EQ,BSE,0.05
1017,MRO-TEK,136288260,EQ,BSE,0.05
1018,MRCEXIM,138447108,EQ,BSE,0.01
1019,MPSLTD,136304644,EQ,BSE,0.05
1020,MMFSL23,239553540,EQ,BSE,0.01
1021,KABSON,134316804,EQ,BSE,0.01
1022,KABRAEXTRU,134171908,EQ,BSE,0.05
1023,IFCISR51,248976132,EQ,BSE,0.01
1024,IFCISR50,248975876,EQ,BSE,0.01
1025,H1127D44DD,138902276,EQ,BSE,0.01
1026,H1118D44RD,138914564,EQ,BSE,0.01
1027,CG1225S9808,204824068,EQ,BSE,0.05
1028,CG1222S9808,204822788,EQ,BSE,0.05
1029,CG1210S9808,204821508,EQ,BSE,0.05
1030,CG1200S9808,204820484,EQ,BSE,0.05
1031,CG1150S9010,204809476,EQ,BSE,0.05
1032,CG1150S8909,204808964,EQ,BSE,0.05
1033,CG1150S8808,204808452,EQ,BSE,0.05
1034,CG1150S8606,204807172,EQ,BSE,0.05
1035,CG1140S0008,204828676,EQ,BSE,0.05
1036,CG1130S0010,204828164,EQ,BSE,0.05
1037,CG1119S9705,204818692,EQ,BSE,0.05
1038,BSLRIFS2RG,138289668,EQ,BSE,0.01
1039,BSLRIFS2DG,138290180,EQ,BSE,0.01
1040,BSLRIFS1RS,138265604,EQ,BSE,0.01
1041,BSLRIFS1RG,138265092,EQ,BSE,0.01
1042,BSLRIFS1RD,138265348,EQ,BSE,0.01
1043,BSLRIFS1DS,138266372,EQ,BSE,0.01
1044,BSLRIFS1DG,138265860,EQ,BSE,0.01
1045,TTKHEALTH,129983236,EQ,BSE,0.05
1046,SGBOCT26,204873732,EQ,BSE,0.01
1047,MMFSL21,239553028,EQ,BSE,0.01
1048,KABRADG,134226436,EQ,BSE,0.01
1049,KAARYAFSL,138433540,EQ,BSE,0.05
1050,JYOTIRES,131698692,EQ,BSE,0.05
1051,JYOTIN,138891268,EQ,BSE,0.01
1052,JYOTI,129043460,EQ,BSE,0.01
1053,JYOTHYLAB,136429060,EQ,BSE,0.05
1054,JVLAGRO,132927492,EQ,BSE,0.01
1055,JUSTDIAL,137125892,EQ,BSE,0.05
1056,JSWHL,136356356,EQ,BSE,0.05
1057,IPRU8628,137875972,EQ,BSE,0.01
1058,IPRU8601,137856516,EQ,BSE,0.01
1059,IPRU3375,138919940,EQ,BSE,0.01
1060,IPRU3346,138913028,EQ,BSE,0.01
1061,IPRU3345,138917636,EQ,BSE,0.01
1062,IPRU3344,138917380,EQ,BSE,0.01
1063,IPRU3316,138893572,EQ,BSE,0.01
1064,IPRU3315,138893316,EQ,BSE,0.01
1065,IFCI61R,249017860,EQ,BSE,0.01
1066,H1487D42RG,138723332,EQ,BSE,0.01
1067,H1118D44DG,138913796,EQ,BSE,0.01
1068,H1118D44DD,138914052,EQ,BSE,0.01
1069,H1115D42RQ,138735364,EQ,BSE,0.01
1070,BSLRIFS1DD,138266116,EQ,BSE,0.01
1071,BSL,131595524,EQ,BSE,0.05
1072,BSELINFRA,136223492,EQ,BSE,0.01
1073,BRPL,137867780,EQ,BSE,0.05
